2017-06-04 19:06:50,722 - WARNING - Nodename: titan-lab3
2017-06-04 19:06:50,722 - WARNING - Parameters: BATCH_SIZE: 16, NN_IMAGE_SIZE: 512, BASE_CHANNELS: 16
2017-06-04 19:06:50,722 - WARNING - Augmentation: horizontal and vertical flips
2017-06-04 19:06:50,722 - WARNING - Checkpoint file: checkpoints/2017-06-04_17:06.ckpt
2017-06-04 19:06:53,840 - INFO - Start training
2017-06-04 19:06:58,579 - INFO - ====== START OF EPOCH 0 ======
2017-06-04 19:07:01,678 - DEBUG - Step 0: mean_loss(20): 2.974229574203491 mean_loss(200): 2.974229574203491
2017-06-04 19:07:10,711 - DEBUG - Step 10: mean_loss(20): 2.0142836570739746 mean_loss(200): 2.0142836570739746
2017-06-04 19:07:19,978 - DEBUG - Step 20: mean_loss(20): 1.3777209520339966 mean_loss(200): 1.4537451267242432
2017-06-04 19:07:29,257 - DEBUG - Step 30: mean_loss(20): 0.696520209312439 mean_loss(200): 1.1641137599945068
2017-06-04 19:07:38,556 - DEBUG - Step 40: mean_loss(20): 0.525424599647522 mean_loss(200): 1.0009058713912964
2017-06-04 19:07:47,835 - DEBUG - Step 50: mean_loss(20): 0.45466360449790955 mean_loss(200): 0.8858979940414429
2017-06-04 19:07:57,171 - DEBUG - Step 60: mean_loss(20): 0.402033269405365 mean_loss(200): 0.8045541048049927
2017-06-04 19:08:06,508 - DEBUG - Step 70: mean_loss(20): 0.36757010221481323 mean_loss(200): 0.7398900985717773
2017-06-04 19:08:15,800 - DEBUG - Step 80: mean_loss(20): 0.33506813645362854 mean_loss(200): 0.6886317133903503
2017-06-04 19:08:25,092 - DEBUG - Step 90: mean_loss(20): 0.32339194416999817 mean_loss(200): 0.6483520865440369
2017-06-04 19:08:34,466 - DEBUG - Step 100: mean_loss(20): 0.3498397767543793 mean_loss(200): 0.6215441226959229
2017-06-04 19:08:43,746 - DEBUG - Step 110: mean_loss(20): 0.36456578969955444 mean_loss(200): 0.5972194671630859
2017-06-04 19:08:53,066 - DEBUG - Step 120: mean_loss(20): 0.3374466598033905 mean_loss(200): 0.5745859146118164
